"Variable","Level","BMI_cat","Count","Percent","p.value_rounded","p_adj_rounded"
"Lipid_lowering","No",NA,3127,"16.8%",3.26e-240,1.73e-239
"Lipid_lowering","Yes",NA,12556,"67.6%",3.26e-240,1.73e-239
"Lipid_lowering",NA,NA,2900,"15.6%",3.26e-240,1.73e-239
"MI_history","No",NA,10794,"58.1%",3.41e-07,5.32e-07
"MI_history","Yes",NA,2794,"15.0%",3.41e-07,5.32e-07
"MI_history",NA,NA,4995,"26.9%",3.41e-07,5.32e-07
"MI_location_anterior","No",NA,156,"0.8%",5.42e-07,8.2e-07
"MI_location_anterior","Yes",NA,127,"0.7%",5.42e-07,8.2e-07
"MI_location_anterior",NA,NA,18300,"98.5%",5.42e-07,8.2e-07
"MI_location_inferior","No",NA,160,"0.9%",0.0649,0.0764
"MI_location_inferior","Yes",NA,123,"0.7%",0.0649,0.0764
"MI_location_inferior",NA,NA,18300,"98.5%",0.0649,0.0764
"MI_location_lateral","No",NA,256,"1.4%",0.639,0.678
"MI_location_lateral","Yes",NA,22,"0.1%",0.639,0.678
"MI_location_lateral",NA,NA,18305,"98.5%",0.639,0.678
"MI_location_posterior","No",NA,26,"0.1%",0.0247,0.0311
"MI_location_posterior","Yes",NA,1,"0.0%",0.0247,0.0311
"MI_location_posterior",NA,NA,18556,"99.9%",0.0247,0.0311
"MI_type","NSTEMI",NA,10843,"58.3%",1.71e-19,3.63e-19
"MI_type","STEMI",NA,2621,"14.1%",1.71e-19,3.63e-19
"MI_type",NA,NA,5119,"27.5%",1.71e-19,3.63e-19
"MR","Moderate",NA,3,"0.0%",0.0886,0.102
"MR","None or mild",NA,20,"0.1%",0.0886,0.102
"MR",NA,NA,18560,"99.9%",0.0886,0.102
"NSVT","No",NA,303,"1.6%",0.0609,0.0733
"NSVT","Yes",NA,93,"0.5%",0.0609,0.0733
"NSVT",NA,NA,18187,"97.9%",0.0609,0.0733
"NYHA","I",NA,451,"2.4%",2.21e-07,3.55e-07
"NYHA","II",NA,2279,"12.3%",2.21e-07,3.55e-07
"NYHA","III",NA,1006,"5.4%",2.21e-07,3.55e-07
"NYHA","IV",NA,41,"0.2%",2.21e-07,3.55e-07
"NYHA",NA,NA,14806,"79.7%",2.21e-07,3.55e-07
"PCI","No",NA,13665,"73.5%",1.74e-175,7.08e-175
"PCI","Yes",NA,2487,"13.4%",1.74e-175,7.08e-175
"PCI",NA,NA,2431,"13.1%",1.74e-175,7.08e-175
"PCI_acute","No",NA,10181,"54.8%",8.41e-41,2.34e-40
"PCI_acute","Yes",NA,3537,"19.0%",8.41e-41,2.34e-40
"PCI_acute",NA,NA,4865,"26.2%",8.41e-41,2.34e-40
"RBBB","No",NA,12852,"69.2%",0.808,0.823
"RBBB","Yes",NA,657,"3.5%",0.808,0.823
"RBBB",NA,NA,5074,"27.3%",0.808,0.823
"Revascularisation_acute","No",NA,9653,"51.9%",4.27e-43,1.26e-42
"Revascularisation_acute","Yes",NA,4065,"21.9%",4.27e-43,1.26e-42
"Revascularisation_acute",NA,NA,4865,"26.2%",4.27e-43,1.26e-42
"Sex","Female",NA,6077,"32.7%",0,0
"Sex","Male",NA,12506,"67.3%",0,0
"Smoking","No",NA,6275,"33.8%",4.99e-66,1.65e-65
"Smoking","Yes",NA,7347,"39.5%",4.99e-66,1.65e-65
"Smoking",NA,NA,4961,"26.7%",4.99e-66,1.65e-65
"Stroke_TIA","No",NA,14109,"75.9%",2.99e-12,5.46e-12
"Stroke_TIA","Yes",NA,1663,"8.9%",2.99e-12,5.46e-12
"Stroke_TIA",NA,NA,2811,"15.1%",2.99e-12,5.46e-12
"Thrombolysis_acute","No",NA,13225,"71.2%",0.546,0.603
"Thrombolysis_acute","Yes",NA,475,"2.6%",0.546,0.603
"Thrombolysis_acute",NA,NA,4883,"26.3%",0.546,0.603
"Time_zero_Y","1994",NA,3,"0.0%",3.2e-44,9.97e-44
"Time_zero_Y","1995",NA,92,"0.5%",3.2e-44,9.97e-44
"Time_zero_Y","1996",NA,23,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","1997",NA,30,"0.2%",3.2e-44,9.97e-44
"Time_zero_Y","1998",NA,60,"0.3%",3.2e-44,9.97e-44
"Time_zero_Y","1999",NA,1212,"6.5%",3.2e-44,9.97e-44
"Time_zero_Y","2000",NA,30,"0.2%",3.2e-44,9.97e-44
"Time_zero_Y","2001",NA,34,"0.2%",3.2e-44,9.97e-44
"Time_zero_Y","2002",NA,11,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","2003",NA,59,"0.3%",3.2e-44,9.97e-44
"Time_zero_Y","2004",NA,95,"0.5%",3.2e-44,9.97e-44
"Time_zero_Y","2005",NA,153,"0.8%",3.2e-44,9.97e-44
"Time_zero_Y","2006",NA,2627,"14.1%",3.2e-44,9.97e-44
"Time_zero_Y","2007",NA,2744,"14.8%",3.2e-44,9.97e-44
"Time_zero_Y","2008",NA,2671,"14.4%",3.2e-44,9.97e-44
"Time_zero_Y","2009",NA,2592,"13.9%",3.2e-44,9.97e-44
"Time_zero_Y","2010",NA,1203,"6.5%",3.2e-44,9.97e-44
"Time_zero_Y","2011",NA,1113,"6.0%",3.2e-44,9.97e-44
"Time_zero_Y","2012",NA,816,"4.4%",3.2e-44,9.97e-44
"Time_zero_Y","2013",NA,677,"3.6%",3.2e-44,9.97e-44
"Time_zero_Y","2014",NA,615,"3.3%",3.2e-44,9.97e-44
"Time_zero_Y","2015",NA,619,"3.3%",3.2e-44,9.97e-44
"Time_zero_Y","2016",NA,516,"2.8%",3.2e-44,9.97e-44
"Time_zero_Y","2017",NA,448,"2.4%",3.2e-44,9.97e-44
"Time_zero_Y","2018",NA,54,"0.3%",3.2e-44,9.97e-44
"Time_zero_Y","2019",NA,80,"0.4%",3.2e-44,9.97e-44
"Time_zero_Y","2020",NA,6,"0.0%",3.2e-44,9.97e-44
"Time_zero_Ym","1994-11-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1994-12-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1995-01-01",NA,10,"0.1%",NA,NA
"Time_zero_Ym","1995-02-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","1995-03-01",NA,17,"0.1%",NA,NA
"Time_zero_Ym","1995-04-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","1995-05-01",NA,14,"0.1%",NA,NA
"Time_zero_Ym","1995-06-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","1995-07-01",NA,15,"0.1%",NA,NA
"Time_zero_Ym","1995-08-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","1995-09-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","1995-11-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1995-12-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1996-01-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1996-02-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1996-04-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1996-05-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1996-06-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1996-07-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1996-08-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1996-09-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1996-10-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1996-11-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1996-12-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1997-01-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1997-02-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1997-03-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1997-04-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","1997-05-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1997-06-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1997-07-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1997-08-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1997-09-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1997-10-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1997-11-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1997-12-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1998-01-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1998-02-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","1998-03-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1998-04-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","1998-05-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1998-06-01",NA,7,"0.0%",NA,NA
"Time_zero_Ym","1998-07-01",NA,18,"0.1%",NA,NA
"Time_zero_Ym","1998-08-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1998-09-01",NA,7,"0.0%",NA,NA
"Time_zero_Ym","1998-10-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1998-11-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1998-12-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","1999-01-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1999-02-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","1999-04-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1999-05-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1999-06-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","1999-07-01",NA,38,"0.2%",NA,NA
"Time_zero_Ym","1999-08-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","1999-08-17",NA,1156,"6.2%",NA,NA
"Time_zero_Ym","1999-10-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","1999-12-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2000-01-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2000-02-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2000-03-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2000-05-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2000-06-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2000-07-01",NA,20,"0.1%",NA,NA
"Time_zero_Ym","2000-08-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2000-11-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","2001-01-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","2001-02-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2001-06-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2001-07-01",NA,25,"0.1%",NA,NA
"Time_zero_Ym","2001-10-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2001-11-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","2002-02-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2002-03-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2002-05-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2002-06-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2002-07-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2002-08-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2002-09-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","2002-10-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2002-12-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","2003-01-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2003-02-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2003-03-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2003-04-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2003-05-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2003-06-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2003-07-01",NA,4,"0.0%",NA,NA
"Time_zero_Ym","2003-08-01",NA,4,"0.0%",NA,NA
"Time_zero_Ym","2003-09-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2003-10-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2003-11-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2003-12-01",NA,7,"0.0%",NA,NA
"Time_zero_Ym","2004-01-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2004-02-01",NA,9,"0.0%",NA,NA
"Time_zero_Ym","2004-03-01",NA,12,"0.1%",NA,NA
"Time_zero_Ym","2004-04-01",NA,12,"0.1%",NA,NA
"Time_zero_Ym","2004-05-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2004-06-01",NA,9,"0.0%",NA,NA
"Time_zero_Ym","2004-07-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2004-08-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2004-09-01",NA,9,"0.0%",NA,NA
"Time_zero_Ym","2004-10-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2004-11-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2004-12-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2005-01-01",NA,19,"0.1%",NA,NA
"Time_zero_Ym","2005-02-01",NA,12,"0.1%",NA,NA
"Time_zero_Ym","2005-03-01",NA,17,"0.1%",NA,NA
"Time_zero_Ym","2005-04-01",NA,16,"0.1%",NA,NA
"Time_zero_Ym","2005-05-01",NA,15,"0.1%",NA,NA
"Time_zero_Ym","2005-06-01",NA,12,"0.1%",NA,NA
"Time_zero_Ym","2005-07-01",NA,13,"0.1%",NA,NA
"Time_zero_Ym","2005-08-01",NA,9,"0.0%",NA,NA
"Time_zero_Ym","2005-09-01",NA,10,"0.1%",NA,NA
"Time_zero_Ym","2005-10-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2005-11-01",NA,9,"0.0%",NA,NA
"Time_zero_Ym","2005-12-01",NA,13,"0.1%",NA,NA
"Time_zero_Ym","2006-01-01",NA,24,"0.1%",NA,NA
"Time_zero_Ym","2006-02-01",NA,174,"0.9%",NA,NA
"Time_zero_Ym","2006-03-01",NA,276,"1.5%",NA,NA
"Time_zero_Ym","2006-04-01",NA,249,"1.3%",NA,NA
"Time_zero_Ym","2006-05-01",NA,249,"1.3%",NA,NA
"Time_zero_Ym","2006-06-01",NA,243,"1.3%",NA,NA
"Time_zero_Ym","2006-07-01",NA,275,"1.5%",NA,NA
"Time_zero_Ym","2006-08-01",NA,232,"1.2%",NA,NA
"Time_zero_Ym","2006-09-01",NA,232,"1.2%",NA,NA
"Time_zero_Ym","2006-10-01",NA,237,"1.3%",NA,NA
"Time_zero_Ym","2006-11-01",NA,223,"1.2%",NA,NA
"Time_zero_Ym","2006-11-16",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2006-12-01",NA,212,"1.1%",NA,NA
"Time_zero_Ym","2007-01-01",NA,252,"1.4%",NA,NA
"Time_zero_Ym","2007-02-01",NA,243,"1.3%",NA,NA
"Time_zero_Ym","2007-03-01",NA,237,"1.3%",NA,NA
"Time_zero_Ym","2007-04-01",NA,236,"1.3%",NA,NA
"Time_zero_Ym","2007-05-01",NA,253,"1.4%",NA,NA
"Time_zero_Ym","2007-06-01",NA,216,"1.2%",NA,NA
"Time_zero_Ym","2007-07-01",NA,235,"1.3%",NA,NA
"Time_zero_Ym","2007-08-01",NA,202,"1.1%",NA,NA
"Time_zero_Ym","2007-09-01",NA,205,"1.1%",NA,NA
"Time_zero_Ym","2007-10-01",NA,235,"1.3%",NA,NA
"Time_zero_Ym","2007-11-01",NA,193,"1.0%",NA,NA
"Time_zero_Ym","2007-12-01",NA,237,"1.3%",NA,NA
"Time_zero_Ym","2008-01-01",NA,225,"1.2%",NA,NA
"Time_zero_Ym","2008-02-01",NA,233,"1.3%",NA,NA
"Time_zero_Ym","2008-03-01",NA,197,"1.1%",NA,NA
"Time_zero_Ym","2008-04-01",NA,223,"1.2%",NA,NA
"Time_zero_Ym","2008-05-01",NA,243,"1.3%",NA,NA
"Time_zero_Ym","2008-06-01",NA,235,"1.3%",NA,NA
"Time_zero_Ym","2008-07-01",NA,199,"1.1%",NA,NA
"Time_zero_Ym","2008-08-01",NA,237,"1.3%",NA,NA
"Time_zero_Ym","2008-09-01",NA,209,"1.1%",NA,NA
"Time_zero_Ym","2008-10-01",NA,220,"1.2%",NA,NA
"Time_zero_Ym","2008-11-01",NA,246,"1.3%",NA,NA
"Time_zero_Ym","2008-12-01",NA,204,"1.1%",NA,NA
"Time_zero_Ym","2009-01-01",NA,223,"1.2%",NA,NA
"Time_zero_Ym","2009-02-01",NA,190,"1.0%",NA,NA
"Time_zero_Ym","2009-03-01",NA,256,"1.4%",NA,NA
"Time_zero_Ym","2009-04-01",NA,220,"1.2%",NA,NA
"Time_zero_Ym","2009-05-01",NA,242,"1.3%",NA,NA
"Time_zero_Ym","2009-06-01",NA,215,"1.2%",NA,NA
"Time_zero_Ym","2009-07-01",NA,202,"1.1%",NA,NA
"Time_zero_Ym","2009-08-01",NA,206,"1.1%",NA,NA
"Time_zero_Ym","2009-09-01",NA,196,"1.1%",NA,NA
"Time_zero_Ym","2009-10-01",NA,251,"1.4%",NA,NA
"Time_zero_Ym","2009-11-01",NA,223,"1.2%",NA,NA
"Time_zero_Ym","2009-12-01",NA,168,"0.9%",NA,NA
"Time_zero_Ym","2010-01-01",NA,75,"0.4%",NA,NA
"Time_zero_Ym","2010-02-01",NA,95,"0.5%",NA,NA
"Time_zero_Ym","2010-03-01",NA,107,"0.6%",NA,NA
"Time_zero_Ym","2010-04-01",NA,97,"0.5%",NA,NA
"Time_zero_Ym","2010-05-01",NA,85,"0.5%",NA,NA
"Time_zero_Ym","2010-06-01",NA,85,"0.5%",NA,NA
"Time_zero_Ym","2010-07-01",NA,98,"0.5%",NA,NA
"Time_zero_Ym","2010-08-01",NA,128,"0.7%",NA,NA
"Time_zero_Ym","2010-09-01",NA,93,"0.5%",NA,NA
"Time_zero_Ym","2010-10-01",NA,117,"0.6%",NA,NA
"Time_zero_Ym","2010-11-01",NA,106,"0.6%",NA,NA
"Time_zero_Ym","2010-12-01",NA,117,"0.6%",NA,NA
"Time_zero_Ym","2011-01-01",NA,120,"0.6%",NA,NA
"Time_zero_Ym","2011-02-01",NA,134,"0.7%",NA,NA
"Time_zero_Ym","2011-03-01",NA,108,"0.6%",NA,NA
"Time_zero_Ym","2011-04-01",NA,108,"0.6%",NA,NA
"Time_zero_Ym","2011-05-01",NA,112,"0.6%",NA,NA
"Time_zero_Ym","2011-06-01",NA,80,"0.4%",NA,NA
"Time_zero_Ym","2011-07-01",NA,95,"0.5%",NA,NA
"Time_zero_Ym","2011-08-01",NA,82,"0.4%",NA,NA
"Time_zero_Ym","2011-09-01",NA,82,"0.4%",NA,NA
"Time_zero_Ym","2011-10-01",NA,60,"0.3%",NA,NA
"Time_zero_Ym","2011-11-01",NA,69,"0.4%",NA,NA
"Time_zero_Ym","2011-12-01",NA,63,"0.3%",NA,NA
"Time_zero_Ym","2012-01-01",NA,88,"0.5%",NA,NA
"Time_zero_Ym","2012-02-01",NA,76,"0.4%",NA,NA
"Time_zero_Ym","2012-03-01",NA,74,"0.4%",NA,NA
"Time_zero_Ym","2012-04-01",NA,77,"0.4%",NA,NA
"Time_zero_Ym","2012-05-01",NA,65,"0.3%",NA,NA
"Time_zero_Ym","2012-06-01",NA,57,"0.3%",NA,NA
"Time_zero_Ym","2012-07-01",NA,71,"0.4%",NA,NA
"Time_zero_Ym","2012-08-01",NA,61,"0.3%",NA,NA
"Time_zero_Ym","2012-09-01",NA,60,"0.3%",NA,NA
"Time_zero_Ym","2012-10-01",NA,52,"0.3%",NA,NA
"Time_zero_Ym","2012-11-01",NA,80,"0.4%",NA,NA
"Time_zero_Ym","2012-12-01",NA,55,"0.3%",NA,NA
"Time_zero_Ym","2013-01-01",NA,73,"0.4%",NA,NA
"Time_zero_Ym","2013-02-01",NA,48,"0.3%",NA,NA
"Time_zero_Ym","2013-03-01",NA,58,"0.3%",NA,NA
"Time_zero_Ym","2013-04-01",NA,53,"0.3%",NA,NA
"Time_zero_Ym","2013-05-01",NA,62,"0.3%",NA,NA
"Time_zero_Ym","2013-06-01",NA,51,"0.3%",NA,NA
"Time_zero_Ym","2013-07-01",NA,58,"0.3%",NA,NA
"Time_zero_Ym","2013-08-01",NA,67,"0.4%",NA,NA
"Time_zero_Ym","2013-09-01",NA,57,"0.3%",NA,NA
"Time_zero_Ym","2013-10-01",NA,54,"0.3%",NA,NA
"Time_zero_Ym","2013-11-01",NA,44,"0.2%",NA,NA
"Time_zero_Ym","2013-12-01",NA,52,"0.3%",NA,NA
"Time_zero_Ym","2014-01-01",NA,67,"0.4%",NA,NA
"Time_zero_Ym","2014-02-01",NA,50,"0.3%",NA,NA
"Time_zero_Ym","2014-03-01",NA,48,"0.3%",NA,NA
"Time_zero_Ym","2014-04-01",NA,42,"0.2%",NA,NA
"Time_zero_Ym","2014-05-01",NA,47,"0.3%",NA,NA
"Time_zero_Ym","2014-06-01",NA,53,"0.3%",NA,NA
"Time_zero_Ym","2014-07-01",NA,51,"0.3%",NA,NA
"Time_zero_Ym","2014-08-01",NA,43,"0.2%",NA,NA
"Time_zero_Ym","2014-09-01",NA,67,"0.4%",NA,NA
"Time_zero_Ym","2014-10-01",NA,46,"0.2%",NA,NA
"Time_zero_Ym","2014-11-01",NA,58,"0.3%",NA,NA
"Time_zero_Ym","2014-12-01",NA,43,"0.2%",NA,NA
"Time_zero_Ym","2015-01-01",NA,58,"0.3%",NA,NA
"Time_zero_Ym","2015-02-01",NA,56,"0.3%",NA,NA
"Time_zero_Ym","2015-03-01",NA,56,"0.3%",NA,NA
"Time_zero_Ym","2015-04-01",NA,49,"0.3%",NA,NA
"Time_zero_Ym","2015-05-01",NA,51,"0.3%",NA,NA
"Time_zero_Ym","2015-06-01",NA,48,"0.3%",NA,NA
"Time_zero_Ym","2015-07-01",NA,55,"0.3%",NA,NA
"Time_zero_Ym","2015-08-01",NA,56,"0.3%",NA,NA
"Time_zero_Ym","2015-09-01",NA,46,"0.2%",NA,NA
"Time_zero_Ym","2015-10-01",NA,48,"0.3%",NA,NA
"Time_zero_Ym","2015-11-01",NA,50,"0.3%",NA,NA
"Time_zero_Ym","2015-12-01",NA,46,"0.2%",NA,NA
"Time_zero_Ym","2016-01-01",NA,56,"0.3%",NA,NA
"Time_zero_Ym","2016-02-01",NA,50,"0.3%",NA,NA
"Time_zero_Ym","2016-03-01",NA,44,"0.2%",NA,NA
"Time_zero_Ym","2016-04-01",NA,41,"0.2%",NA,NA
"Time_zero_Ym","2016-05-01",NA,42,"0.2%",NA,NA
"Time_zero_Ym","2016-06-01",NA,47,"0.3%",NA,NA
"Time_zero_Ym","2016-07-01",NA,41,"0.2%",NA,NA
"Time_zero_Ym","2016-08-01",NA,40,"0.2%",NA,NA
"Time_zero_Ym","2016-09-01",NA,50,"0.3%",NA,NA
"Time_zero_Ym","2016-10-01",NA,32,"0.2%",NA,NA
"Time_zero_Ym","2016-11-01",NA,31,"0.2%",NA,NA
"Time_zero_Ym","2016-12-01",NA,42,"0.2%",NA,NA
"Time_zero_Ym","2017-01-01",NA,25,"0.1%",NA,NA
"Time_zero_Ym","2017-02-01",NA,41,"0.2%",NA,NA
"Time_zero_Ym","2017-03-01",NA,35,"0.2%",NA,NA
"Time_zero_Ym","2017-04-01",NA,29,"0.2%",NA,NA
"Time_zero_Ym","2017-05-01",NA,49,"0.3%",NA,NA
"Time_zero_Ym","2017-06-01",NA,42,"0.2%",NA,NA
"Time_zero_Ym","2017-07-01",NA,35,"0.2%",NA,NA
"Time_zero_Ym","2017-08-01",NA,44,"0.2%",NA,NA
"Time_zero_Ym","2017-09-01",NA,35,"0.2%",NA,NA
"Time_zero_Ym","2017-10-01",NA,45,"0.2%",NA,NA
"Time_zero_Ym","2017-11-01",NA,33,"0.2%",NA,NA
"Time_zero_Ym","2017-12-01",NA,35,"0.2%",NA,NA
"Time_zero_Ym","2018-01-01",NA,7,"0.0%",NA,NA
"Time_zero_Ym","2018-02-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2018-03-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2018-04-01",NA,4,"0.0%",NA,NA
"Time_zero_Ym","2018-05-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2018-06-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2018-07-01",NA,2,"0.0%",NA,NA
"Time_zero_Ym","2018-09-01",NA,1,"0.0%",NA,NA
"Time_zero_Ym","2018-10-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2018-11-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2018-12-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2019-01-01",NA,11,"0.1%",NA,NA
"Time_zero_Ym","2019-02-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2019-03-01",NA,9,"0.0%",NA,NA
"Time_zero_Ym","2019-04-01",NA,7,"0.0%",NA,NA
"Time_zero_Ym","2019-05-01",NA,3,"0.0%",NA,NA
"Time_zero_Ym","2019-06-01",NA,10,"0.1%",NA,NA
"Time_zero_Ym","2019-07-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2019-08-01",NA,6,"0.0%",NA,NA
"Time_zero_Ym","2019-09-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2019-10-01",NA,5,"0.0%",NA,NA
"Time_zero_Ym","2019-11-01",NA,8,"0.0%",NA,NA
"Time_zero_Ym","2019-12-01",NA,4,"0.0%",NA,NA
"Time_zero_Ym","2020-01-01",NA,6,"0.0%",NA,NA
